Financial Year,Age Band,Diagnosis,Count,
2011/12,85-89,Head Injury (Unspecified),59,
2011/12,85-89,Diarrhoea And/Or Vomiting,48,
2011/12,85-89,Confusion/Delirium (Cause Unknown),44,
2011/12,85-89,Urinay Tract Infection/Pyelonephritis,42,
2011/12,85-89,Chest Injury (Unspecified),37,
2011/12,85-89,Surgical,37,
2011/12,85-89,Gi Bleed (Haematemisis/Pr Bleed),35,
2011/12,90-94,Medical Admission Other,289,
2011/12,90-94,Fracture +/- Dislocation (Unspecified),135,
2011/12,90-94,Wounds (Unspecified),109,
2011/12,90-94,Chest Pain (Not Pleuritic),96,
2011/12,90-94,Limb Injury Other (Unspec.),91,
2011/12,90-94,Collapse (Unspecified),89,
2011/12,90-94,Orthopaedic/Musculoskeletal Other,67,
2011/12,90-94,Abdominal Pain (Unspecified),58,
2011/12,90-94,Respiratory Other,48,
2011/12,90-94,Cardiology Other - Not Acute Myocardial Infarction,48,
2011/12,90-94,Superficial injuries,41,
2011/12,90-94,Back Pain (Non Specific),36,
2011/12,90-94,Head Injury (Unspecified),29,
2011/12,90-94,Confusion/Delirium (Cause Unknown),28,
2011/12,90-94,Diarrhoea And/Or Vomiting,23,
2011/12,90-94,Urinay Tract Infection/Pyelonephritis,22,
2011/12,90-94,Chest Injury (Unspecified),22,
2011/12,90-94,Febrile Illness (Unspecified),19,
2011/12,90-94,Epistaxis,17,
2011/12,90-94,Acute Resp Illness - Not Asthma/Copd/Pneumonia,16,
2011/12,95-99,Medical Admission Other,78,
2011/12,95-99,Fracture +/- Dislocation (Unspecified),44,
2011/12,95-99,Wounds (Unspecified),30,
2011/12,95-99,Orthopaedic/Musculoskeletal Other,22,
2011/12,95-99,Collapse (Unspecified),18,
2011/12,95-99,Limb Injury Other (Unspec.),16,
2011/12,95-99,Superficial injuries,13,
2011/12,95-99,Abdominal Pain (Unspecified),11,
2011/12,95-99,Back Pain (Non Specific),10,
2011/12,95-99,Cardiology Other - Not Acute Myocardial Infarction,10,
2011/12,95-99,Chest Pain (Not Pleuritic),10,
2011/12,95-99,Head Injury (Unspecified),10,
2011/12,95-99,Urinay Tract Infection/Pyelonephritis,9,
2011/12,95-99,Respiratory Other,8,
2011/12,95-99,Confusion/Delirium (Cause Unknown),6,
2011/12,95-99,Acute Resp Illness - Not Asthma/Copd/Pneumonia,6,
2011/12,95-99,Chest Injury (Unspecified),6,
2011/12,95-99,Diarrhoea And/Or Vomiting,5,
2011/12,95-99,Febrile Illness (Unspecified),5,
2011/12,95-99,Gi Bleed (Haematemisis/Pr Bleed),5,
2012/13,0-4,Paediatric Other,2439,
2012/13,0-4,Febrile Illness (Unspecified),633,
2012/13,0-4,Wounds (Unspecified),582,
2012/13,0-4,Limb Injury Other (Unspec.),343,
2012/13,0-4,Diarrhoea And/Or Vomiting,306,
2012/13,0-4,Paed Acute Resp Illness-Not Asthma/Croup/Pneumonia,275,
2012/13,0-4,Paediatric Febrile Illness (Unspecified),225,
2012/13,0-4,Head Injury (Unspecified),210,
2012/13,0-4,Medical Admission Other,210,
2012/13,0-4,Respiratory Other,194,
2012/13,0-4,Acute Resp Illness - Not Asthma/Copd/Pneumonia,169,
2012/13,0-4,Rash (Unspecified),165,
2012/13,0-4,Fracture +/- Dislocation (Unspecified),164,
2012/13,0-4,Paediatric Asthma,154,
2012/13,0-4,Asthma,141,
2012/13,0-4,Seizures,141,
2012/13,0-4,Abdominal Pain (Unspecified),124,
2012/13,0-4,Minor Viral Illness,123,
2012/13,0-4,Orthopaedic/Musculoskeletal Other,114,
2012/13,0-4,Foreign Body (Unspecified),101,
2012/13,100+,Fracture +/- Dislocation (Unspecified),8,
2012/13,100+,Wounds (Unspecified),5,
2012/13,100+,Medical Admission Other,4,
2012/13,100+,Superficial injuries,2,
2012/13,100+,Chest Injury (Unspecified),2,
2012/13,100+,Orthopaedic/Musculoskeletal Other,2,
2012/13,100+,Ear/Nose/Throat Other,1,
2012/13,100+,Cellulitis,1,
2012/13,100+,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),1,
2012/13,100+,Urinay Tract Infection/Pyelonephritis,1,
2012/13,100+,Collapse (Unspecified),1,
2012/13,100+,Pneumothorax (Non Traumatic),1,
2012/13,100+,Cardiac/Respiratory Arrest,1,
2012/13,100+,Limb Injury Other (Unspec.),1,
2012/13,Oct-14,Limb Injury Other (Unspec.),927,
2012/13,Oct-14,Fracture +/- Dislocation (Unspecified),499,
2012/13,Oct-14,Abdominal Pain (Unspecified),377,
2012/13,Oct-14,Hand Injury (Unspecified),338,
2012/13,Oct-14,Orthopaedic/Musculoskeletal Other,325,
2012/13,Oct-14,Wounds (Unspecified),318,
2012/13,Oct-14,Paediatric Other,305,
2012/13,Oct-14,Head Injury (Unspecified),175,
2012/13,Oct-14,Psychiatric Other,92,
2012/13,Oct-14,Medical Admission Other,88,
2012/13,Oct-14,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),84,
2012/13,Oct-14,Seizures,67,
2012/13,Oct-14,Superficial injuries,64,
2012/13,Oct-14,Back Pain (Non Specific),58,
2012/13,Oct-14,Ear/Nose/Throat Other,58,
2012/13,Oct-14,Headache (Migraine Or Unspec.),57,
2012/13,Oct-14,Asthma,51,
2012/13,Oct-14,Deliberate Self Poisoning (Unspecified),44,
2012/13,Oct-14,Facial Trauma (Unspecified),38,
2012/13,Oct-14,Febrile Illness (Unspecified),36,
2012/13,15-19,Limb Injury Other (Unspec.),1109,
2012/13,15-19,Wounds (Unspecified),818,
2012/13,15-19,Abdominal Pain (Unspecified),731,
2012/13,15-19,Fracture +/- Dislocation (Unspecified),476,
2012/13,15-19,Psychiatric Other,431,
2012/13,15-19,Hand Injury (Unspecified),423,
2012/13,15-19,Medical Admission Other,387,
2012/13,15-19,Orthopaedic/Musculoskeletal Other,351,
2012/13,15-19,Head Injury (Unspecified),277,
2012/13,15-19,Deliberate Self Poisoning (Unspecified),248,
2012/13,15-19,Toxicology Other - Not Drug Abuse/Accid Overdose,232,
2012/13,15-19,Suspected Alcohol/Recreational Drug Involvement,191,
2012/13,15-19,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),155,
2012/13,15-19,Back Pain (Non Specific),137,
2012/13,15-19,Ear/Nose/Throat Other,124,
2012/13,15-19,Diarrhoea And/Or Vomiting,118,
2012/13,15-19,Facial Trauma (Unspecified),115,
2012/13,15-19,Headache (Migraine Or Unspec.),113,
2012/13,15-19,Superficial injuries,112,
2012/13,15-19,Chest Injury (Unspecified),84,
2012/13,20-24,Limb Injury Other (Unspec.),1250,
2012/13,20-24,Wounds (Unspecified),1022,
2012/13,20-24,Abdominal Pain (Unspecified),944,
2012/13,20-24,Fracture +/- Dislocation (Unspecified),568,
2012/13,20-24,Hand Injury (Unspecified),506,
2012/13,20-24,Medical Admission Other,503,
2012/13,20-24,Psychiatric Other,443,
2012/13,20-24,Orthopaedic/Musculoskeletal Other,399,
2012/13,20-24,Head Injury (Unspecified),287,
2012/13,20-24,Back Pain (Non Specific),242,
2012/13,20-24,Headache (Migraine Or Unspec.),191,
2012/13,20-24,Diarrhoea And/Or Vomiting,162,
2012/13,20-24,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),160,
2012/13,20-24,Toxicology Other - Not Drug Abuse/Accid Overdose,158,
2012/13,20-24,Facial Trauma (Unspecified),149,
2012/13,20-24,Superficial injuries,145,
2012/13,20-24,Gynaecology Other,144,
2012/13,20-24,Per Vaginal Bleeding,144,
2012/13,20-24,Deliberate Self Poisoning (Unspecified),141,
2012/13,20-24,Ear/Nose/Throat Other,134,
2012/13,25-29,Limb Injury Other (Unspec.),874,
2012/13,25-29,Wounds (Unspecified),709,
2012/13,25-29,Abdominal Pain (Unspecified),703,
2012/13,25-29,Medical Admission Other,433,
2012/13,25-29,Fracture +/- Dislocation (Unspecified),365,
2012/13,25-29,Hand Injury (Unspecified),313,
2012/13,25-29,Psychiatric Other,308,
2012/13,25-29,Orthopaedic/Musculoskeletal Other,274,
2012/13,25-29,Back Pain (Non Specific),183,
2012/13,25-29,Head Injury (Unspecified),165,
2012/13,25-29,Chest Pain (Not Pleuritic),148,
2012/13,25-29,Headache (Migraine Or Unspec.),137,
2012/13,25-29,Per Vaginal Bleeding,112,
2012/13,25-29,Diarrhoea And/Or Vomiting,105,
2012/13,25-29,Toxicology Other - Not Drug Abuse/Accid Overdose,103,
2012/13,25-29,Superficial injuries,100,
2012/13,25-29,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),96,
2012/13,25-29,Gynaecology Other,94,
2012/13,25-29,Suspected Alcohol/Recreational Drug Involvement,87,
2012/13,25-29,Deliberate Self Poisoning (Unspecified),87,
2012/13,30-34,Limb Injury Other (Unspec.),532,
2012/13,30-34,Abdominal Pain (Unspecified),465,
2012/13,30-34,Wounds (Unspecified),461,
2012/13,30-34,Medical Admission Other,327,
2012/13,30-34,Fracture +/- Dislocation (Unspecified),230,
2012/13,30-34,Psychiatric Other,217,
2012/13,30-34,Hand Injury (Unspecified),216,
2012/13,30-34,Orthopaedic/Musculoskeletal Other,188,
2012/13,30-34,Back Pain (Non Specific),147,
2012/13,30-34,Chest Pain (Not Pleuritic),140,
2012/13,30-34,Headache (Migraine Or Unspec.),96,
2012/13,30-34,Head Injury (Unspecified),94,
2012/13,30-34,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),92,
2012/13,30-34,Gynaecology Other,85,
2012/13,30-34,Diarrhoea And/Or Vomiting,76,
2012/13,30-34,Per Vaginal Bleeding,70,
2012/13,30-34,Facial Trauma (Unspecified),61,
2012/13,30-34,Cardiology Other - Not Acute Myocardial Infarction,57,
2012/13,30-34,Superficial injuries,56,
2012/13,30-34,Suspected Alcohol/Recreational Drug Involvement,56,
2012/13,35-39,Limb Injury Other (Unspec.),492,
2012/13,35-39,Abdominal Pain (Unspecified),452,
2012/13,35-39,Wounds (Unspecified),383,
2012/13,35-39,Medical Admission Other,343,
2012/13,35-39,Psychiatric Other,255,
2012/13,35-39,Fracture +/- Dislocation (Unspecified),189,
2012/13,35-39,Orthopaedic/Musculoskeletal Other,182,
2012/13,35-39,Back Pain (Non Specific),173,
2012/13,35-39,Hand Injury (Unspecified),159,
2012/13,35-39,Chest Pain (Not Pleuritic),154,
2012/13,35-39,Headache (Migraine Or Unspec.),118,
2012/13,35-39,Head Injury (Unspecified),86,
2012/13,35-39,Toxicology Other - Not Drug Abuse/Accid Overdose,80,
2012/13,35-39,Deliberate Self Poisoning (Unspecified),74,
2012/13,35-39,Diarrhoea And/Or Vomiting,73,
2012/13,35-39,Chest Injury (Unspecified),68,
2012/13,35-39,Ear/Nose/Throat Other,65,
2012/13,35-39,Superficial injuries,60,
2012/13,35-39,Foreign Body (Unspecified),54,
2012/13,35-39,Per Vaginal Bleeding,54,
2012/13,40-44,Limb Injury Other (Unspec.),579,
2012/13,40-44,Abdominal Pain (Unspecified),467,
2012/13,40-44,Wounds (Unspecified),419,
2012/13,40-44,Medical Admission Other,377,
2012/13,40-44,Chest Pain (Not Pleuritic),278,
2012/13,40-44,Psychiatric Other,271,
2012/13,40-44,Orthopaedic/Musculoskeletal Other,243,
2012/13,40-44,Fracture +/- Dislocation (Unspecified),232,
2012/13,40-44,Back Pain (Non Specific),221,
2012/13,40-44,Hand Injury (Unspecified),190,
2012/13,40-44,Headache (Migraine Or Unspec.),132,
2012/13,40-44,Head Injury (Unspecified),101,
2012/13,40-44,Chest Injury (Unspecified),90,
2012/13,40-44,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),82,
2012/13,40-44,Cardiology Other - Not Acute Myocardial Infarction,78,
2012/13,40-44,Seizures,75,
2012/13,40-44,Toxicology Other - Not Drug Abuse/Accid Overdose,69,
2012/13,40-44,Deliberate Self Poisoning (Unspecified),68,
2012/13,40-44,Ear/Nose/Throat Other,60,
2012/13,40-44,Cellulitis,59,
2012/13,45-49,Limb Injury Other (Unspec.),531,
2012/13,45-49,Medical Admission Other,461,
2012/13,45-49,Abdominal Pain (Unspecified),449,
2012/13,45-49,Chest Pain (Not Pleuritic),378,
2012/13,45-49,Wounds (Unspecified),364,
2012/13,45-49,Orthopaedic/Musculoskeletal Other,231,
2012/13,45-49,Fracture +/- Dislocation (Unspecified),214,
2012/13,45-49,Psychiatric Other,209,
2012/13,45-49,Back Pain (Non Specific),206,
2012/13,45-49,Hand Injury (Unspecified),171,
2012/13,45-49,Cardiology Other - Not Acute Myocardial Infarction,113,
2012/13,45-49,Headache (Migraine Or Unspec.),111,
2012/13,45-49,Chest Injury (Unspecified),101,
2012/13,45-49,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),89,
2012/13,45-49,Head Injury (Unspecified),87,
2012/13,45-49,Seizures,64,
2012/13,45-49,Surgical,63,
2012/13,45-49,Diarrhoea And/Or Vomiting,61,
2012/13,45-49,Collapse (Unspecified),61,
2012/13,45-49,Cellulitis,58,
2012/13,50-54,Medical Admission Other,482,
2012/13,50-54,Chest Pain (Not Pleuritic),449,
2012/13,50-54,Limb Injury Other (Unspec.),436,
2012/13,50-54,Abdominal Pain (Unspecified),397,
2012/13,50-54,Wounds (Unspecified),371,
2012/13,50-54,Psychiatric Other,236,
2012/13,50-54,Fracture +/- Dislocation (Unspecified),215,
2012/13,50-54,Orthopaedic/Musculoskeletal Other,207,
2012/13,50-54,Cardiology Other - Not Acute Myocardial Infarction,170,
2012/13,50-54,Back Pain (Non Specific),166,
2012/13,50-54,Hand Injury (Unspecified),139,
2012/13,50-54,Respiratory Other,111,
2012/13,50-54,Headache (Migraine Or Unspec.),110,
2012/13,50-54,Chest Injury (Unspecified),84,
2012/13,50-54,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),83,
2012/13,50-54,Collapse (Unspecified),83,
2012/13,50-54,Head Injury (Unspecified),80,
2012/13,50-54,Seizures,71,
2012/13,50-54,Neurology/Neurosurgery Other,67,
2012/13,50-54,Cellulitis,63,
2012/13,55-59,Chest Pain (Not Pleuritic),557,
2012/13,55-59,Medical Admission Other,492,
2012/13,55-59,Limb Injury Other (Unspec.),358,
2012/13,55-59,Abdominal Pain (Unspecified),356,
2012/13,55-59,Wounds (Unspecified),281,
2012/13,55-59,Fracture +/- Dislocation (Unspecified),192,
2012/13,55-59,Cardiology Other - Not Acute Myocardial Infarction,191,
2012/13,55-59,Orthopaedic/Musculoskeletal Other,171,
2012/13,55-59,Back Pain (Non Specific),144,
2012/13,55-59,Psychiatric Other,128,
2012/13,55-59,Respiratory Other,111,
2012/13,55-59,Hand Injury (Unspecified),110,
2012/13,55-59,Headache (Migraine Or Unspec.),98,
2012/13,55-59,Collapse (Unspecified),89,
2012/13,55-59,Chest Injury (Unspecified),78,
2012/13,55-59,Oncology Other,77,
2012/13,55-59,Diarrhoea And/Or Vomiting,72,
2012/13,55-59,Neurology/Neurosurgery Other,62,
2012/13,55-59,Head Injury (Unspecified),59,
2012/13,55-59,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),54,
2012/13,5-Sep,Limb Injury Other (Unspec.),539,
2012/13,5-Sep,Paediatric Other,439,
2012/13,5-Sep,Fracture +/- Dislocation (Unspecified),386,
2012/13,5-Sep,Wounds (Unspecified),346,
2012/13,5-Sep,Abdominal Pain (Unspecified),221,
2012/13,5-Sep,Orthopaedic/Musculoskeletal Other,201,
2012/13,5-Sep,Hand Injury (Unspecified),150,
2012/13,5-Sep,Head Injury (Unspecified),94,
2012/13,5-Sep,Febrile Illness (Unspecified),94,
2012/13,5-Sep,Asthma,92,
2012/13,5-Sep,Seizures,61,
2012/13,5-Sep,Paediatric Asthma,56,
2012/13,5-Sep,Ear/Nose/Throat Other,54,
2012/13,5-Sep,Medical Admission Other,53,
2012/13,5-Sep,Rash (Unspecified),45,
2012/13,5-Sep,Foreign Body (Unspecified),44,
2012/13,5-Sep,Diarrhoea And/Or Vomiting,41,
2012/13,5-Sep,Facial Trauma (Unspecified),35,
2012/13,5-Sep,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),33,
2012/13,5-Sep,Paed Acute Resp Illness-Not Asthma/Croup/Pneumonia,32,
2012/13,60-64,Chest Pain (Not Pleuritic),533,
2012/13,60-64,Medical Admission Other,497,
2012/13,60-64,Limb Injury Other (Unspec.),319,
2012/13,60-64,Abdominal Pain (Unspecified),295,
2012/13,60-64,Wounds (Unspecified),241,
2012/13,60-64,Cardiology Other - Not Acute Myocardial Infarction,236,
2012/13,60-64,Orthopaedic/Musculoskeletal Other,177,
2012/13,60-64,Fracture +/- Dislocation (Unspecified),170,
2012/13,60-64,Respiratory Other,127,
2012/13,60-64,Back Pain (Non Specific),105,
2012/13,60-64,Collapse (Unspecified),102,
2012/13,60-64,Hand Injury (Unspecified),80,
2012/13,60-64,Oncology Other,74,
2012/13,60-64,Psychiatric Other,72,
2012/13,60-64,Febrile Illness (Unspecified),60,
2012/13,60-64,Headache (Migraine Or Unspec.),55,
2012/13,60-64,Chest Injury (Unspecified),55,
2012/13,60-64,Neurology/Neurosurgery Other,55,
2012/13,60-64,Diarrhoea And/Or Vomiting,54,
2012/13,60-64,Surgical,52,
2012/13,65-69,Medical Admission Other,492,
2012/13,65-69,Chest Pain (Not Pleuritic),424,
2012/13,65-69,Abdominal Pain (Unspecified),278,
2012/13,65-69,Limb Injury Other (Unspec.),224,
2012/13,65-69,Cardiology Other - Not Acute Myocardial Infarction,196,
2012/13,65-69,Respiratory Other,183,
2012/13,65-69,Wounds (Unspecified),171,
2012/13,65-69,Fracture +/- Dislocation (Unspecified),142,
2012/13,65-69,Orthopaedic/Musculoskeletal Other,132,
2012/13,65-69,Collapse (Unspecified),115,
2012/13,65-69,Back Pain (Non Specific),93,
2012/13,65-69,Febrile Illness (Unspecified),70,
2012/13,65-69,Oncology Other,70,
2012/13,65-69,Diarrhoea And/Or Vomiting,65,
2012/13,65-69,Hand Injury (Unspecified),58,
2012/13,65-69,Cellulitis,52,
2012/13,65-69,Surgical,52,
2012/13,65-69,Copd/Coad,45,
2012/13,65-69,Headache (Migraine Or Unspec.),43,
2012/13,65-69,Gi Bleed (Haematemisis/Pr Bleed),40,
2012/13,70-74,Medical Admission Other,587,
2012/13,70-74,Chest Pain (Not Pleuritic),443,
2012/13,70-74,Abdominal Pain (Unspecified),284,
2012/13,70-74,Cardiology Other - Not Acute Myocardial Infarction,217,
2012/13,70-74,Limb Injury Other (Unspec.),189,
2012/13,70-74,Wounds (Unspecified),170,
2012/13,70-74,Collapse (Unspecified),167,
2012/13,70-74,Respiratory Other,167,
2012/13,70-74,Fracture +/- Dislocation (Unspecified),129,
2012/13,70-74,Orthopaedic/Musculoskeletal Other,98,
2012/13,70-74,Back Pain (Non Specific),88,
2012/13,70-74,Diarrhoea And/Or Vomiting,66,
2012/13,70-74,Surgical,60,
2012/13,70-74,Oncology Other,57,
2012/13,70-74,Cellulitis,56,
2012/13,70-74,Copd/Coad,55,
2012/13,70-74,Febrile Illness (Unspecified),51,
2012/13,70-74,Hand Injury (Unspecified),38,
2012/13,70-74,Headache (Migraine Or Unspec.),38,
2012/13,70-74,Urinary Retention,37,
2012/13,75-79,Medical Admission Other,662,
2012/13,75-79,Chest Pain (Not Pleuritic),381,
2012/13,75-79,Abdominal Pain (Unspecified),277,
2012/13,75-79,Limb Injury Other (Unspec.),208,
2012/13,75-79,Collapse (Unspecified),201,
2012/13,75-79,Cardiology Other - Not Acute Myocardial Infarction,196,
2012/13,75-79,Wounds (Unspecified),178,
2012/13,75-79,Fracture +/- Dislocation (Unspecified),171,
2012/13,75-79,Respiratory Other,170,
2012/13,75-79,Orthopaedic/Musculoskeletal Other,102,
2012/13,75-79,Diarrhoea And/Or Vomiting,84,
2012/13,75-79,Back Pain (Non Specific),82,
2012/13,75-79,Oncology Other,62,
2012/13,75-79,Surgical,57,
2012/13,75-79,Copd/Coad,54,
2012/13,75-79,Head Injury (Unspecified),50,
2012/13,75-79,Febrile Illness (Unspecified),49,
2012/13,75-79,Superficial injuries,47,
2012/13,75-79,Gi Bleed (Haematemisis/Pr Bleed),45,
2012/13,75-79,Cellulitis,44,
2012/13,80-84,Medical Admission Other,830,
2012/13,80-84,Chest Pain (Not Pleuritic),399,
2012/13,80-84,Collapse (Unspecified),230,
2012/13,80-84,Wounds (Unspecified),215,
2012/13,80-84,Abdominal Pain (Unspecified),210,
2012/13,80-84,Limb Injury Other (Unspec.),206,
2012/13,80-84,Cardiology Other - Not Acute Myocardial Infarction,199,
2012/13,80-84,Fracture +/- Dislocation (Unspecified),191,
2012/13,80-84,Respiratory Other,150,
2012/13,80-84,Orthopaedic/Musculoskeletal Other,114,
2012/13,80-84,Back Pain (Non Specific),92,
2012/13,80-84,Febrile Illness (Unspecified),84,
2012/13,80-84,Diarrhoea And/Or Vomiting,82,
2012/13,80-84,Urinay Tract Infection/Pyelonephritis,64,
2012/13,80-84,Confusion/Delirium (Cause Unknown),58,
2012/13,80-84,Thrombosis Or Spontaneous Haemorrhage,54,
2012/13,80-84,Superficial injuries,51,
2012/13,80-84,Cellulitis,51,
2012/13,80-84,Chest Injury (Unspecified),49,
2012/13,80-84,Head Injury (Unspecified),49,
2012/13,85-89,Medical Admission Other,725,
2012/13,85-89,Chest Pain (Not Pleuritic),267,
2012/13,85-89,Collapse (Unspecified),210,
2012/13,85-89,Fracture +/- Dislocation (Unspecified),209,
2012/13,85-89,Wounds (Unspecified),197,
2012/13,85-89,Limb Injury Other (Unspec.),192,
2012/13,85-89,Abdominal Pain (Unspecified),138,
2012/13,85-89,Cardiology Other - Not Acute Myocardial Infarction,128,
2012/13,85-89,Respiratory Other,119,
2012/13,85-89,Orthopaedic/Musculoskeletal Other,107,
2012/13,85-89,Back Pain (Non Specific),75,
2012/13,85-89,Diarrhoea And/Or Vomiting,72,
2012/13,85-89,Head Injury (Unspecified),63,
2012/13,85-89,Superficial injuries,50,
2012/13,85-89,Gi Bleed (Haematemisis/Pr Bleed),47,
2012/13,85-89,Febrile Illness (Unspecified),43,
2012/13,85-89,Haematuria,40,
2012/13,85-89,Urinay Tract Infection/Pyelonephritis,38,
2012/13,85-89,Pneumonia That Is X-Ray Proven,36,
2012/13,85-89,Thrombosis Or Spontaneous Haemorrhage,36,
2012/13,90-94,Medical Admission Other,305,
2012/13,90-94,Fracture +/- Dislocation (Unspecified),109,
2012/13,90-94,Wounds (Unspecified),108,
2012/13,90-94,Collapse (Unspecified),90,
2012/13,90-94,Limb Injury Other (Unspec.),89,
2012/13,90-94,Chest Pain (Not Pleuritic),88,
2012/13,90-94,Abdominal Pain (Unspecified),56,
2012/13,90-94,Respiratory Other,42,
2012/13,90-94,Orthopaedic/Musculoskeletal Other,37,
2012/13,90-94,Back Pain (Non Specific),33,
2012/13,90-94,Cardiology Other - Not Acute Myocardial Infarction,31,
2012/13,90-94,Superficial injuries,27,
2012/13,90-94,Head Injury (Unspecified),25,
2012/13,90-94,Febrile Illness (Unspecified),24,
2012/13,90-94,Diarrhoea And/Or Vomiting,24,
2012/13,90-94,Gi Bleed (Haematemisis/Pr Bleed),21,
2012/13,90-94,Urinay Tract Infection/Pyelonephritis,20,
2012/13,90-94,Thrombosis Or Spontaneous Haemorrhage,20,
2012/13,90-94,Confusion/Delirium (Cause Unknown),19,
2012/13,90-94,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),15,
2012/13,95-99,Medical Admission Other,67,
2012/13,95-99,Wounds (Unspecified),49,
2012/13,95-99,Fracture +/- Dislocation (Unspecified),36,
2012/13,95-99,Orthopaedic/Musculoskeletal Other,24,
2012/13,95-99,Limb Injury Other (Unspec.),20,
2012/13,95-99,Head Injury (Unspecified),19,
2012/13,95-99,Collapse (Unspecified),16,
2012/13,95-99,Abdominal Pain (Unspecified),15,
2012/13,95-99,Chest Pain (Not Pleuritic),13,
2012/13,95-99,Superficial injuries,12,
2012/13,95-99,Cardiology Other - Not Acute Myocardial Infarction,7,
2012/13,95-99,Respiratory Other,6,
2012/13,95-99,Pneumonia That Is X-Ray Proven,5,
2012/13,95-99,Thrombosis Or Spontaneous Haemorrhage,5,
2012/13,95-99,Back Pain (Non Specific),5,
2012/13,95-99,Urinay Tract Infection/Pyelonephritis,5,
2012/13,95-99,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),5,
2012/13,95-99,Febrile Illness (Unspecified),5,
2012/13,95-99,Confusion/Delirium (Cause Unknown),4,
2012/13,95-99,Acute Resp Illness - Not Asthma/Copd/Pneumonia,4,
2013/14,0-4,Paediatric Other,2834,
2013/14,0-4,Febrile Illness (Unspecified),628,
2013/14,0-4,Wounds (Unspecified),591,
2013/14,0-4,Limb Injury Other (Unspec.),301,
2013/14,0-4,Medical Admission Other,272,
2013/14,0-4,Respiratory Other,246,
2013/14,0-4,Diarrhoea And/Or Vomiting,238,
2013/14,0-4,Head Injury (Unspecified),202,
2013/14,0-4,Paed Acute Resp Illness-Not Asthma/Croup/Pneumonia,180,
2013/14,0-4,Paediatric Febrile Illness (Unspecified),175,
2013/14,0-4,Fracture +/- Dislocation (Unspecified),173,
2013/14,0-4,Acute Resp Illness - Not Asthma/Copd/Pneumonia,169,
2013/14,0-4,Orthopaedic/Musculoskeletal Other,160,
2013/14,0-4,Rash (Unspecified),156,
2013/14,0-4,Minor Viral Illness,142,
2013/14,0-4,Asthma,130,
2013/14,0-4,Seizures,127,
2013/14,0-4,Foreign Body (Unspecified),121,
2013/14,0-4,Abdominal Pain (Unspecified),119,
2013/14,0-4,Paediatric Asthma,105,
2013/14,100+,Chest Injury (Unspecified),2,
2013/14,100+,Fracture +/- Dislocation (Unspecified),2,
2013/14,100+,Urinay Tract Infection/Pyelonephritis,2,
2013/14,100+,Limb Injury Other (Unspec.),2,
2013/14,100+,Back Pain (Non Specific),2,
2013/14,100+,Wounds (Unspecified),2,
2013/14,100+,Superficial injuries,2,
2013/14,100+,Medical Admission Other,1,
2013/14,100+,Chest Pain (Not Pleuritic),1,
2013/14,100+,Respiratory Other,1,
2013/14,100+,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),1,
2013/14,100+,Collapse (Unspecified),1,
2013/14,100+,Thrombosis Or Spontaneous Haemorrhage,1,
2013/14,Oct-14,Limb Injury Other (Unspec.),965,
2013/14,Oct-14,Fracture +/- Dislocation (Unspecified),534,
2013/14,Oct-14,Orthopaedic/Musculoskeletal Other,427,
2013/14,Oct-14,Abdominal Pain (Unspecified),366,
2013/14,Oct-14,Wounds (Unspecified),351,
2013/14,Oct-14,Paediatric Other,347,
2013/14,Oct-14,Hand Injury (Unspecified),314,
2013/14,Oct-14,Head Injury (Unspecified),166,
2013/14,Oct-14,Medical Admission Other,126,
2013/14,Oct-14,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),91,
2013/14,Oct-14,Superficial injuries,84,
2013/14,Oct-14,Psychiatric Other,71,
2013/14,Oct-14,Seizures,54,
2013/14,Oct-14,Back Pain (Non Specific),45,
2013/14,Oct-14,Headache (Migraine Or Unspec.),44,
2013/14,Oct-14,Ear/Nose/Throat Other,44,
2013/14,Oct-14,Toxicology Other - Not Drug Abuse/Accid Overdose,40,
2013/14,Oct-14,Febrile Illness (Unspecified),39,
2013/14,Oct-14,Asthma,38,
2013/14,Oct-14,Rash (Unspecified),33,
2013/14,15-19,Limb Injury Other (Unspec.),1195,
2013/14,15-19,Abdominal Pain (Unspecified),826,
2013/14,15-19,Wounds (Unspecified),821,
2013/14,15-19,Psychiatric Other,521,
2013/14,15-19,Medical Admission Other,487,
2013/14,15-19,Fracture +/- Dislocation (Unspecified),471,
2013/14,15-19,Orthopaedic/Musculoskeletal Other,459,
2013/14,15-19,Hand Injury (Unspecified),457,
2013/14,15-19,Head Injury (Unspecified),293,
2013/14,15-19,Toxicology Other - Not Drug Abuse/Accid Overdose,241,
